"conceptId","fsn","synonyms"
"187222000","Nasopharyngeal myiasis (disorder)","Infestation of nasopharynx caused by fly larvae | Nasopharyngeal myiasis"
"11731003","Neck webbing (disorder)","Congenital webbing of neck | Neck webbing | Webbed neck"
"11731003","Neck webbing (disorder)","Congenital webbing of neck | Neck webbing | Webbed neck"
"9418005","Necrobiosis lipoidica (disorder)","NLD - Necrobiosis lipoidica | Necrobiosis lipoidica"
"56391002","Necrobiosis lipoidica diabeticorum (disorder)","Diabetic necrobiosis lipoidica | NLD - Necrobiosis lipoidica diabeticorum | Necrobiosis diabeticorum | Necrobiosis lipoidica diabeticorum | Oppenheim-Urbach disease"
"66350002","Necrobiosis lipoidica, granulomatous type (disorder)","Necrobiosis lipoidica, granulomatous type"
"16238009","Necrobiosis lipoidica, necrobiotic type (disorder)","Necrobiosis lipoidica, necrobiotic type"
"788985000","Necrobiotic granulomatous skin disorder (disorder)","Necrobiotic granulomatous skin disorder"
"762543009","Necrolytic acral erythema (disorder)","Necrolytic acral erythema"
"15576007","Necrolytic migratory erythema (disorder)","Necrolytic migratory erythema"
"403660000","Necrosis AND/OR ulceration of skin due to extravasation of drug (disorder)","Necrosis / ulceration of skin caused by extravasation of drug | Necrosis / ulceration of skin due to extravasation of drug | Necrosis AND/OR ulceration of skin caused by extravasation of drug | Necrosis AND/OR ulceration of skin due to extravasation of drug | Ulceration / necrosis of skin caused by extravasation of drug | Ulceration / necrosis of skin due to extravasation of drug"
"708655006","Necrosis following injection of local anesthetic (disorder)","Necrosis following injection of local anaesthetic | Necrosis following injection of local anesthetic | Post-anesthetic necrosis | Postanesthetic necrosis"
"708655006","Necrosis following injection of local anesthetic (disorder)","Necrosis following injection of local anaesthetic | Necrosis following injection of local anesthetic | Post-anesthetic necrosis | Postanesthetic necrosis"
"10637791000119107","Necrosis of ankle bone co-occurrent and due to chronic ulcer of ankle (disorder)","Aseptic necrosis of ankle bone due to chronic ulcer of ankle | Avascular necrosis of bone of ankle due to chronic ulcer of ankle | Necrosis of ankle bone co-occurrent and due to chronic ulcer of ankle | Osteonecrosis of ankle bone due to chronic ulcer of ankle"
"10637871000119103","Necrosis of ankle muscle co-occurrent and due to chronic ulcer of ankle (disorder)","Necrosis of ankle muscle co-occurrent and due to chronic ulcer of ankle"
"10642231000119104","Necrosis of bone of buttock co-occurrent and due to chronic ulcer of buttock (disorder)","Necrosis of bone of buttock co-occurrent and due to chronic ulcer of buttock"
"10641431000119109","Necrosis of bone of lower leg co-occurrent and due to chronic ulcer of lower leg (disorder)","Aseptic necrosis of bone of lower leg due to chronic ulcer of lower leg | Avascular necrosis of bone of lower leg due to chronic ulcer of lower extremity | Avascular necrosis of bone of lower leg due to chronic ulcer of lower leg | Necrosis of bone of lower leg co-occurrent and due to chronic ulcer of lower leg | Osteonecrosis of bone of lower leg due to chronic ulcer of lower leg"
"10640831000119104","Necrosis of calf bone co-occurrent and due to chronic ulcer of calf (disorder)","Aseptic necrosis of fibula due to chronic ulcer of calf | Avascular necrosis of fibula due to chronic ulcer of calf | Necrosis of calf bone co-occurrent and due to chronic ulcer of calf | Osteonecrosis of fibula due to chronic ulcer of calf"
"10640911000119103","Necrosis of calf muscle co-occurrent and due to chronic ulcer of calf (disorder)","Necrosis of calf muscle co-occurrent and due to chronic ulcer of calf"
"1251360003","Necrosis of entire skin flap (disorder)","Necrosis of entire skin flap | Total cutaneous flap necrosis | Total necrosis of skin flap"
"714176002","Necrosis of flap (disorder)","Flap necrosis | Necrosis of flap"
"714176002","Necrosis of flap (disorder)","Flap necrosis | Necrosis of flap"
"10641511000119103","Necrosis of lower leg muscle co-occurrent and due to chronic ulcer of lower leg (disorder)","Necrosis of lower leg muscle co-occurrent and due to chronic ulcer of lower leg"
"10642151000119103","Necrosis of muscle of buttock co-occurrent and due to chronic ulcer of buttock (disorder)","Necrosis of muscle of buttock co-occurrent and due to chronic ulcer of buttock"
"10642151000119103","Necrosis of muscle of buttock co-occurrent and due to chronic ulcer of buttock (disorder)","Necrosis of muscle of buttock co-occurrent and due to chronic ulcer of buttock"
"733207001","Necrosis of myocutaneous flap (disorder)","Myocutaneous flap necrosis | Necrosis of myocutaneous flap"
"724868000","Necrosis of skin due to and following injection of filler (disorder)","Cutaneous necrosis following injection of filler | Necrosis of skin due to and following injection of filler"
"1153339002","Necrosis of skin due to heparin induced thrombocytopenia (disorder)","Necrosis of skin due to heparin induced thrombocytopenia | Skin necrosis due to heparin induced thrombocytopenia"
"445125009","Necrosis of subcutaneous tissue (disorder)","Necrosis of subcutaneous tissue"
"421306004","Necrotic eschar (disorder)","Necrotic eschar"
"421306004","Necrotic eschar (disorder)","Necrotic eschar"
"9312005","Necrotic rhinitis (disorder)","Bull nose | Necrotic rhinitis"
"9312005","Necrotic rhinitis (disorder)","Bull nose | Necrotic rhinitis"
"1332473009","Necrotizing cellulitis (disorder)","Necrotising cellulitis | Necrotizing cellulitis"
"240779007","Necrotizing cutaneous mucormycosis (disorder)","Necrotising cutaneous mucormycosis | Necrotizing cutaneous mucormycosis"
"402655006","Necrotizing cutaneous vasculitis (disorder)","Necrotising cutaneous vasculitis | Necrotizing cutaneous vasculitis"
"402655006","Necrotizing cutaneous vasculitis (disorder)","Necrotising cutaneous vasculitis | Necrotizing cutaneous vasculitis"
"870336006","Necrotizing cutaneous vasculitis due to childhood type dermatomyositis (disorder)","Juvenile dermatomyositis with necrotising cutaneous vasculitis | Juvenile dermatomyositis with necrotizing cutaneous vasculitis | Necrotising cutaneous vasculitis due to childhood type dermatomyositis | Necrotizing cutaneous vasculitis due to childhood type dermatomyositis"
"52486002","Necrotizing fasciitis (disorder)","Necrotising cellulitis | Necrotising erysipelas | Necrotising fasciitis | Necrotising myositis | Necrotizing cellulitis | Necrotizing erysipelas | Necrotizing fasciitis | Necrotizing myositis | Streptococcal gangrene"
"52486002","Necrotizing fasciitis (disorder)","Necrotising cellulitis | Necrotising erysipelas | Necrotising fasciitis | Necrotising myositis | Necrotizing cellulitis | Necrotizing erysipelas | Necrotizing fasciitis | Necrotizing myositis | Streptococcal gangrene"
"449900006","Necrotizing fasciitis due to Streptococcus pyogenes (disorder)","Necrotising fasciitis caused by Streptococcus pyogenes | Necrotising fasciitis due to Streptococcus pyogenes | Necrotizing fasciitis caused by Streptococcus pyogenes | Necrotizing fasciitis due to Streptococcus pyogenes | Streptococcal gangrene | Streptococcal necrotising fasciitis | Streptococcal necrotizing fasciitis | Type II necrotising fasciitis | Type II necrotizing fasciitis"
"238399000","Necrotizing fasciitis of scrotum and perineum (disorder)","Necrotising fasciitis of scrotum and perineum | Necrotizing fasciitis of scrotum and perineum"
"238399000","Necrotizing fasciitis of scrotum and perineum (disorder)","Necrotising fasciitis of scrotum and perineum | Necrotizing fasciitis of scrotum and perineum"
"238399000","Necrotizing fasciitis of scrotum and perineum (disorder)","Necrotising fasciitis of scrotum and perineum | Necrotizing fasciitis of scrotum and perineum"
"238399000","Necrotizing fasciitis of scrotum and perineum (disorder)","Necrotising fasciitis of scrotum and perineum | Necrotizing fasciitis of scrotum and perineum"
"315288007","Necrotizing herpetic retinopathy (disorder)","Necrotising herpetic retinopathy | Necrotizing herpetic retinopathy"
"315288007","Necrotizing herpetic retinopathy (disorder)","Necrotising herpetic retinopathy | Necrotizing herpetic retinopathy"
"232228007","Necrotizing otitis externa (disorder)","Necrotising otitis externa | Necrotizing otitis externa"
"232228007","Necrotizing otitis externa (disorder)","Necrotising otitis externa | Necrotizing otitis externa"
"773955003","Necrotizing otitis externa of left external auditory canal (disorder)","Necrotising otitis externa of left external auditory canal | Necrotizing otitis externa of left external auditory canal"
"773951007","Necrotizing otitis externa of right external auditory canal (disorder)","Necrotising otitis externa of right external auditory canal | Necrotizing otitis externa of right external auditory canal"
"707792000","Necrotizing ulcerative gingivitis (disorder)","Necrotising ulcerative gingivitis | Necrotizing ulcerative gingivitis"
"47548009","Necrotizing ulcerative gingivoperiodontitis (disorder)","Necrotising ulcerative gingivoperiodontitis | Necrotizing ulcerative gingivoperiodontitis"
"47548009","Necrotizing ulcerative gingivoperiodontitis (disorder)","Necrotising ulcerative gingivoperiodontitis | Necrotizing ulcerative gingivoperiodontitis"
"708516002","Necrotizing ulcerative mucositis (disorder)","Necrotising ulcerative mucositis | Necrotizing ulcerative mucositis"
"707320004","Necrotizing ulcerative periodontitis (disorder)","Necrotising ulcerative periodontitis | Necrotizing ulcerative periodontitis"
"402662002","Necrotizing vasculitis due to mixed cryoglobulinemia (disorder)","Necrotising vasculitis due to mixed cryoglobulinaemia | Necrotizing vasculitis due to mixed cryoglobulinemia"
"402657003","Necrotizing vasculitis secondary to connective tissue disease (disorder)","Necrotising vasculitis secondary to connective tissue disease | Necrotizing vasculitis secondary to connective tissue disease"
"402657003","Necrotizing vasculitis secondary to connective tissue disease (disorder)","Necrotising vasculitis secondary to connective tissue disease | Necrotizing vasculitis secondary to connective tissue disease"
"402660005","Necrotizing vasculitis secondary to infection (disorder)","Necrotising vasculitis secondary to infection | Necrotizing vasculitis secondary to infection"
"283596007","Needle stick injury (disorder)","Needle prick injury | Needle stick injury"
"283625006","Needle stick injury of abdomen (disorder)","Needle stick injury of abdomen"
"283625006","Needle stick injury of abdomen (disorder)","Needle stick injury of abdomen"
"283638003","Needle stick injury of ankle (disorder)","Needle stick injury of ankle"
"283638003","Needle stick injury of ankle (disorder)","Needle stick injury of ankle"
"283611005","Needle stick injury of axilla (disorder)","Needle stick injury of axilla"
"283611005","Needle stick injury of axilla (disorder)","Needle stick injury of axilla"
"283622009","Needle stick injury of back (disorder)","Needle stick injury of back"
"283622009","Needle stick injury of back (disorder)","Needle stick injury of back"
"283624005","Needle stick injury of breast (disorder)","Needle stick injury of breast"
"283624005","Needle stick injury of breast (disorder)","Needle stick injury of breast"
"283631009","Needle stick injury of buttock (disorder)","Needle stick injury of buttock"
"283631009","Needle stick injury of buttock (disorder)","Needle stick injury of buttock"
"283637008","Needle stick injury of calf (disorder)","Needle stick injury of calf"
"283637008","Needle stick injury of calf (disorder)","Needle stick injury of calf"
"283605007","Needle stick injury of cheek (disorder)","Needle stick injury of cheek"
"283605007","Needle stick injury of cheek (disorder)","Needle stick injury of cheek"
"283623004","Needle stick injury of chest (disorder)","Needle stick injury of chest"
"283623004","Needle stick injury of chest (disorder)","Needle stick injury of chest"
"283642000","Needle stick injury of dorsum of foot (disorder)","Needle stick injury of dorsum of foot"
"283642000","Needle stick injury of dorsum of foot (disorder)","Needle stick injury of dorsum of foot"
"283617009","Needle stick injury of dorsum of hand (disorder)","Needle stick injury of dorsum of hand"
"283617009","Needle stick injury of dorsum of hand (disorder)","Needle stick injury of dorsum of hand"
"283603000","Needle stick injury of ear region (disorder)","Needle stick injury of ear region"
"283603000","Needle stick injury of ear region (disorder)","Needle stick injury of ear region"
"283613008","Needle stick injury of elbow (disorder)","Needle stick injury of elbow"
"283613008","Needle stick injury of elbow (disorder)","Needle stick injury of elbow"
"283602005","Needle stick injury of eye region (disorder)","Needle stick injury of eye region"
"283602005","Needle stick injury of eye region (disorder)","Needle stick injury of eye region"
"283600002","Needle stick injury of face (disorder)","Needle stick injury of face"
"283600002","Needle stick injury of face (disorder)","Needle stick injury of face"
"283619007","Needle stick injury of finger (disorder)","Needle stick injury of finger"
"283619007","Needle stick injury of finger (disorder)","Needle stick injury of finger"
"283639006","Needle stick injury of foot (disorder)","Needle stick injury of foot"
"283639006","Needle stick injury of foot (disorder)","Needle stick injury of foot"
"283614002","Needle stick injury of forearm (disorder)","Needle stick injury of forearm"
"283614002","Needle stick injury of forearm (disorder)","Needle stick injury of forearm"
"283601003","Needle stick injury of forehead (disorder)","Needle stick injury of forehead"
"283601003","Needle stick injury of forehead (disorder)","Needle stick injury of forehead"
"283628008","Needle stick injury of genitalia (disorder)","Needle stick injury of genitalia"
"283628008","Needle stick injury of genitalia (disorder)","Needle stick injury of genitalia"
"283641007","Needle stick injury of great toe (disorder)","Needle stick injury of great toe"
"283641007","Needle stick injury of great toe (disorder)","Needle stick injury of great toe"
"283629000","Needle stick injury of groin (disorder)","Needle stick injury of groin"
"283629000","Needle stick injury of groin (disorder)","Needle stick injury of groin"
"283616000","Needle stick injury of hand (disorder)","Needle stick injury of hand | Puncture wound of hand due to needle stick"
"283616000","Needle stick injury of hand (disorder)","Needle stick injury of hand | Puncture wound of hand due to needle stick"
"283598008","Needle stick injury of head (disorder)","Needle stick injury of head"
"283598008","Needle stick injury of head (disorder)","Needle stick injury of head"
"283597003","Needle stick injury of head and neck (disorder)","Needle stick injury of head and neck"
"283644004","Needle stick injury of heel (disorder)","Needle stick injury of heel"
"283644004","Needle stick injury of heel (disorder)","Needle stick injury of heel"
"283632002","Needle stick injury of hip (disorder)","Needle stick injury of hip"
"283632002","Needle stick injury of hip (disorder)","Needle stick injury of hip"
"283634001","Needle stick injury of knee (disorder)","Needle stick injury of knee"
"283634001","Needle stick injury of knee (disorder)","Needle stick injury of knee"
"283635000","Needle stick injury of lower leg (disorder)","Needle stick injury of lower leg"
"283635000","Needle stick injury of lower leg (disorder)","Needle stick injury of lower leg"
"283630005","Needle stick injury of lower limb (disorder)","Needle stick injury of lower limb"
"283630005","Needle stick injury of lower limb (disorder)","Needle stick injury of lower limb"
"283606008","Needle stick injury of mouth (disorder)","Needle stick injury of mouth"
"283606008","Needle stick injury of mouth (disorder)","Needle stick injury of mouth"
"283607004","Needle stick injury of neck (disorder)","Needle stick injury of neck"
"283607004","Needle stick injury of neck (disorder)","Needle stick injury of neck"
"283604006","Needle stick injury of nose (disorder)","Needle stick injury of nose"
"283604006","Needle stick injury of nose (disorder)","Needle stick injury of nose"
"283618004","Needle stick injury of palm of hand (disorder)","Needle stick injury of palm of hand"
"283618004","Needle stick injury of palm of hand (disorder)","Needle stick injury of palm of hand"
"283626007","Needle stick injury of pelvic region (disorder)","Needle stick injury of pelvic region"
"283626007","Needle stick injury of pelvic region (disorder)","Needle stick injury of pelvic region"
"283627003","Needle stick injury of perineum (disorder)","Needle stick injury of perineum"
"283627003","Needle stick injury of perineum (disorder)","Needle stick injury of perineum"
"283636004","Needle stick injury of shin (disorder)","Needle stick injury of shin"
"283636004","Needle stick injury of shin (disorder)","Needle stick injury of shin"
"283610006","Needle stick injury of shoulder (disorder)","Needle stick injury of shoulder"
"283610006","Needle stick injury of shoulder (disorder)","Needle stick injury of shoulder"
"283643005","Needle stick injury of sole of foot (disorder)","Needle stick injury of sole of foot"
"283643005","Needle stick injury of sole of foot (disorder)","Needle stick injury of sole of foot"
"283633007","Needle stick injury of thigh (disorder)","Needle stick injury of thigh"
"283633007","Needle stick injury of thigh (disorder)","Needle stick injury of thigh"
"283608009","Needle stick injury of throat (disorder)","Needle stick injury of throat"
"283608009","Needle stick injury of throat (disorder)","Needle stick injury of throat"
"283620001","Needle stick injury of thumb (disorder)","Needle stick injury of thumb"
"283620001","Needle stick injury of thumb (disorder)","Needle stick injury of thumb"
"283640008","Needle stick injury of toe (disorder)","Needle stick injury of toe"
"283640008","Needle stick injury of toe (disorder)","Needle stick injury of toe"
"283621002","Needle stick injury of trunk (disorder)","Needle stick injury of trunk"
"283621002","Needle stick injury of trunk (disorder)","Needle stick injury of trunk"
"283621002","Needle stick injury of trunk (disorder)","Needle stick injury of trunk"
"283621002","Needle stick injury of trunk (disorder)","Needle stick injury of trunk"
"283612003","Needle stick injury of upper arm (disorder)","Needle stick injury of upper arm"
"283612003","Needle stick injury of upper arm (disorder)","Needle stick injury of upper arm"
"283609001","Needle stick injury of upper limb (disorder)","Needle stick injury of upper limb"
"283609001","Needle stick injury of upper limb (disorder)","Needle stick injury of upper limb"
"283615001","Needle stick injury of wrist (disorder)","Needle stick injury of wrist"
"283615001","Needle stick injury of wrist (disorder)","Needle stick injury of wrist"
"304233007","Needle stick injury with clean needle (disorder)","Needle stick injury with clean needle"
"304234001","Needle stick injury with contaminated needle (disorder)","Needle stick injury with contaminated needle | Needle stick injury with dirty needle"
"283599000","Needle stick of scalp (disorder)","Needle stick of scalp"
"283599000","Needle stick of scalp (disorder)","Needle stick of scalp"
"238447003","Nematode infestation of skin (disorder)","Nematode infestation of skin"
"238447003","Nematode infestation of skin (disorder)","Nematode infestation of skin"
"49706007","Neonatal acne (disorder)","Acne neonatorum | Infantile acne | Neonatal acne"
"49706007","Neonatal acne (disorder)","Acne neonatorum | Infantile acne | Neonatal acne"
"206324006","Neonatal acrocyanosis (disorder)","Neonatal acrocyanosis | Perinatal acrocyanosis"
"206324006","Neonatal acrocyanosis (disorder)","Neonatal acrocyanosis | Perinatal acrocyanosis"
"239096008","Neonatal adnexal polyp (disorder)","Neonatal adnexal polyp"
"239096008","Neonatal adnexal polyp (disorder)","Neonatal adnexal polyp"
"277794000","Neonatal annular erythema (disorder)","Neonatal annular erythema"
"277794000","Neonatal annular erythema (disorder)","Neonatal annular erythema"
"276680000","Neonatal bacterial conjunctivitis (disorder)","Neonatal bacterial conjunctivitis"
"276680000","Neonatal bacterial conjunctivitis (disorder)","Neonatal bacterial conjunctivitis"
"402931003","Neonatal bacterial paronychia (disorder)","Neonatal bacterial paronychia"
"402931003","Neonatal bacterial paronychia (disorder)","Neonatal bacterial paronychia"
"276679003","Neonatal breast abscess (disorder)","Neonatal breast abscess"
"276679003","Neonatal breast abscess (disorder)","Neonatal breast abscess"
"276624006","Neonatal bruising of scalp (disorder)","Neonatal bruising of scalp"
"276624006","Neonatal bruising of scalp (disorder)","Neonatal bruising of scalp"
"403846004","Neonatal bullous dermatosis due to maternal antibodies (disorder)","Neonatal bullous dermatosis caused by maternal antibodies | Neonatal bullous dermatosis due to maternal antibodies | Neonatal herpes gestationis | Neonatal pemphigoid gestationis | Transplacental herpes gestationis"
"403846004","Neonatal bullous dermatosis due to maternal antibodies (disorder)","Neonatal bullous dermatosis caused by maternal antibodies | Neonatal bullous dermatosis due to maternal antibodies | Neonatal herpes gestationis | Neonatal pemphigoid gestationis | Transplacental herpes gestationis"
"724551009","Neonatal burn due to phototherapy caused by ultraviolet radiation (disorder)","Neonatal burn due to exposure to artificial source of ultraviolet radiation during phototherapy | Neonatal burn due to exposure to man-made ultraviolet light during phototherapy | Neonatal burn due to phototherapy caused by ultraviolet radiation | Neonatal phototherapy burn"
"206356004","Neonatal candidiasis of perineum (disorder)","Neonatal candidiasis of perineum"
"206356004","Neonatal candidiasis of perineum (disorder)","Neonatal candidiasis of perineum"
"1142053007","Neonatal cephalic pustulosis caused by Malassezia (disorder)","Malassezia pustulosis of newborn | Neonatal cephalic pustulosis caused by Malassezia"
"240591000","Neonatal chlamydial conjunctivitis (disorder)","Chlamydial ophthalmia neonatorum | Neonatal chlamydial conjunctivitis | Neonatal conjunctivitis due to chlamydiae | Neonatal inclusion blennorrhea | Neonatal inclusion body conjunctivitis | Ophthalmia neonatorum - chlamydial"
"240591000","Neonatal chlamydial conjunctivitis (disorder)","Chlamydial ophthalmia neonatorum | Neonatal chlamydial conjunctivitis | Neonatal conjunctivitis due to chlamydiae | Neonatal inclusion blennorrhea | Neonatal inclusion body conjunctivitis | Ophthalmia neonatorum - chlamydial"
"403421008","Neonatal cold panniculitis (disorder)","Neonatal cold panniculitis"
"403421008","Neonatal cold panniculitis (disorder)","Neonatal cold panniculitis"
"34298002","Neonatal conjunctivitis (disorder)","Neonatal conjunctivitis | Ophthalmia neonatorum"
"34298002","Neonatal conjunctivitis (disorder)","Neonatal conjunctivitis | Ophthalmia neonatorum"
"721281003","Neonatal conjunctivitis and dacrocystitis caused by Neisseria gonorrhoeae (disorder)","Neonatal Neisseria gonorrhoeae conjunctivitis and dacrocystitis | Neonatal Neisseria gonorrhoeae conjunctivitis and dacryocystitis | Neonatal conjunctivitis and dacrocystitis caused by Neisseria gonorrhoeae | Neonatal conjunctivitis and dacryocystitis caused by Neisseria gonorrhoeae"
"15679841000119107","Neonatal conjunctivitis of bilateral eyes (disorder)","Bilateral neonatal conjunctivitis of eyes | Neonatal conjunctivitis of bilateral eyes | Neonatal conjunctivitis of both eyes"
"15988871000119101","Neonatal conjunctivitis of bilateral eyes caused by Neisseria gonorrhoeae (disorder)","Gonococcal conjunctivitis neonatorum of bilateral eyes | Neonatal conjunctivitis of bilateral eyes caused by Neisseria gonorrhoeae | Neonatal conjunctivitis of both eyes caused by Neisseria gonorrhoeae"
"15679921000119109","Neonatal conjunctivitis of left eye (disorder)","Left neonatal conjunctivitis | Neonatal conjunctivitis of left eye"
"15988831000119104","Neonatal conjunctivitis of left eye caused by Neisseria gonorrhoeae (disorder)","Gonococcal conjunctivitis neonatorum of left eye | Neonatal conjunctivitis of left eye caused by Neisseria gonorrhoeae"
"15679881000119102","Neonatal conjunctivitis of right eye (disorder)","Neonatal conjunctivitis of right eye | Right neonatal conjunctivitis"
"15988791000119105","Neonatal conjunctivitis of right eye caused by Neisseria gonorrhoeae (disorder)","Gonococcal conjunctivitis neonatorum of right eye | Neonatal conjunctivitis of right eye caused by Neisseria gonorrhoeae"
"254221009","Neonatal cutis laxa with marfanoid phenotype (disorder)","Neonatal cutis laxa with marfanoid phenotype"
"402846006","Neonatal cutis marmorata (disorder)","Neonatal cutis marmorata"
"402846006","Neonatal cutis marmorata (disorder)","Neonatal cutis marmorata"
"206345004","Neonatal dacryocystitis and conjunctivitis (disorder)","Neonatal dacryocystitis and conjunctivitis"
"206345004","Neonatal dacryocystitis and conjunctivitis (disorder)","Neonatal dacryocystitis and conjunctivitis"
"206354001","Neonatal dacryocystitis or conjunctivitis NOS (disorder)","Neonatal dacryocystitis or conjunctivitis NOS"
"268838005","Neonatal dacryocystitis or conjunctivitis due to Escherichia coli (disorder)","Neonatal dacryocystitis or conjunctivitis caused by Escherichia coli | Neonatal dacryocystitis or conjunctivitis due to Escherichia coli"
"268842008","Neonatal dacryocystitis or conjunctivitis due to chlamydiae (disorder)","Neonatal dacryocystitis or conjunctivitis caused by chlamydiae | Neonatal dacryocystitis or conjunctivitis due to chlamydiae"
"268840000","Neonatal dacryocystitis or conjunctivitis due to other bacteria (disorder)","Neonatal dacryocystitis or conjunctivitis due to other bacteria"
"268843003","Neonatal dacryocystitis or conjunctivitis due to other inclusion body (disorder)","Neonatal dacryocystitis or conjunctivitis due to other inclusion body"
"268839002","Neonatal dacryocystitis or conjunctivitis due to staphylococcus (disorder)","Neonatal dacryocystitis or conjunctivitis caused by Staphylococcus | Neonatal dacryocystitis or conjunctivitis caused by staphylococcus | Neonatal dacryocystitis or conjunctivitis due to staphylococcus"
"268841001","Neonatal dacryocystitis or conjunctivitis due to virus (disorder)","Neonatal dacryocystitis or conjunctivitis caused by virus | Neonatal dacryocystitis or conjunctivitis due to virus | Neonatal viral dacryocystitis or conjunctivitis"
"774082004","Neonatal dermatomyositis (disorder)","Neonatal dermatomyositis"
"402795001","Neonatal dermatosis (disorder)","Neonatal dermatosis"
"402795001","Neonatal dermatosis (disorder)","Neonatal dermatosis"
"722932008","Neonatal dermatosis caused by maternal antibody (disorder)","Neonatal dermatosis caused by maternal antibody"
"402800006","Neonatal dermatosis due to maternally-acquired antibody (disorder)","Neonatal dermatosis due to maternally-acquired antibody"
"402801005","Neonatal disorder of subcutaneous fat (disorder)","Neonatal disorder of subcutaneous fat"
"402801005","Neonatal disorder of subcutaneous fat (disorder)","Neonatal disorder of subcutaneous fat"
"404174000","Neonatal ecthyma gangrenosum (disorder)","Neonatal ecthyma gangrenosum"
"404174000","Neonatal ecthyma gangrenosum (disorder)","Neonatal ecthyma gangrenosum"
"403845000","Neonatal eosinophilic pustular folliculitis (disorder)","Neonatal eosinophilic pustular folliculitis | Neonatal ofuji's disease"
"403845000","Neonatal eosinophilic pustular folliculitis (disorder)","Neonatal eosinophilic pustular folliculitis | Neonatal ofuji's disease"
"1142079003","Neonatal extravasation injury (disorder)","Neonatal extravasation injury"
"276619008","Neonatal facial petechiae (disorder)","Neonatal facial petechiae"
"276619008","Neonatal facial petechiae (disorder)","Neonatal facial petechiae"
"402798004","Neonatal fungal infection of skin (disorder)","Neonatal fungal infection of skin"
"402798004","Neonatal fungal infection of skin (disorder)","Neonatal fungal infection of skin"
"95615003","Neonatal gangrene (disorder)","Neonatal gangrene"
"410507001","Neonatal herpes simplex virus conjunctivitis (disorder)","HSV ophthalmia neonatorum | Herpes ophthalmia neonatorum | Neonatal HSV conjunctivitis | Neonatal herpes simplex virus conjunctivitis"
"403850006","Neonatal iatrogenic skin trauma (disorder)","Neonatal iatrogenic skin trauma"
"403850006","Neonatal iatrogenic skin trauma (disorder)","Neonatal iatrogenic skin trauma"
"870358008","Neonatal iatrogenic skin trauma due to and following antenatal intervention (disorder)","Neonatal iatrogenic skin trauma due to and following antenatal intervention | Neonatal iatrogenic skin trauma due to antenatal intervention"
"870358008","Neonatal iatrogenic skin trauma due to and following antenatal intervention (disorder)","Neonatal iatrogenic skin trauma due to and following antenatal intervention | Neonatal iatrogenic skin trauma due to antenatal intervention"
"53542004","Neonatal inclusion blennorrhea (disorder)","Neonatal inclusion blennorrhea | Neonatal inclusion blennorrhoea"
"276683003","Neonatal inclusion body conjunctivitis (disorder)","Neonatal inclusion blennorrhea | Neonatal inclusion blennorrhoea | Neonatal inclusion body conjunctivitis"
"870356007","Neonatal infection of nasolacrimal duct caused by Pseudomonas (disorder)","Neonatal infection of nasolacrimal duct caused by Pseudomonas"
"1287059003","Neonatal infection of skin caused by Candida (disorder)","Candida infection of skin of newborn | Candidiasis of skin of newborn | Candidosis of skin of newborn | Cutaneous infection of neonate caused by Candida | Cutaneous infection of newborn caused by Candida | Neonatal candidiasis of skin | Neonatal candidosis of skin | Neonatal cutaneous infection caused by Candida | Neonatal infection of skin caused by Candida"
"1142036000","Neonatal infection of skin caused by Pseudomonas (disorder)","Neonatal Pseudomonas skin infection | Neonatal infection of skin caused by Pseudomonas"
"1142070004","Neonatal infection of umbilicus caused by multiple microbes (disorder)","Neonatal infection of umbilicus caused by multiple microbes | Polymicrobial neonatal omphalitis"
"1354613004","Neonatal inflammation of breast caused by Streptococcus (disorder)","Neonatal inflammation of breast caused by Streptococcus | Neonatal mastitis caused by Streptococcus | Neonatal streptococcal mastitis"
"773662009","Neonatal inflammatory skin and bowel disease (disorder)","Neonatal inflammatory skin and bowel disease"
"234491008","Neonatal isoimmune thrombocytopenia (disorder)","INT - Isoimmune neonatal thrombocytopenia | Isoimmune neonatal thrombocytopenia | NAIT | Neonatal isoimmune thrombocytopenia"
"111470007","Neonatal jaundice (disorder)","Arias syndrome | Fetal AND/OR neonatal jaundice | Fetal and neonatal jaundice, NOS | Foetal and neonatal jaundice, NOS | Icterus neonatorum | Lucey-Arias syndrome | Neonatal hyperbilirubinaemia | Neonatal hyperbilirubinaemia, NOS | Neonatal hyperbilirubinemia | Neonatal hyperbilirubinemia, NOS | Neonatal jaundice | Neonatal jaundice, NOS | Newborn physiological jaundice | Physiologic jaundice in newborn | Physiologic jaundice in newborn, NOS | Transient familial neonatal hyperbilirubinaemia | Transient familial neonatal hyperbilirubinemia | Transient neonatal hyperbilirubinaemia | Transient neonatal hyperbilirubinemia"
"111470007","Neonatal jaundice (disorder)","Arias syndrome | Fetal AND/OR neonatal jaundice | Fetal and neonatal jaundice, NOS | Foetal and neonatal jaundice, NOS | Icterus neonatorum | Lucey-Arias syndrome | Neonatal hyperbilirubinaemia | Neonatal hyperbilirubinaemia, NOS | Neonatal hyperbilirubinemia | Neonatal hyperbilirubinemia, NOS | Neonatal jaundice | Neonatal jaundice, NOS | Newborn physiological jaundice | Physiologic jaundice in newborn | Physiologic jaundice in newborn, NOS | Transient familial neonatal hyperbilirubinaemia | Transient familial neonatal hyperbilirubinemia | Transient neonatal hyperbilirubinaemia | Transient neonatal hyperbilirubinemia"
