"conceptId","fsn","synonyms"
"313261004","Open wound of chin (disorder)","Open wound of chin"
"10905911000119102","Open wound of chin due to animal bite (disorder)","Open animal bite of chin | Open wound of chin due to animal bite"
"10907241000119102","Open wound of chin due to bite (disorder)","Open bite wound of chin | Open wound of chin due to bite"
"10906071000119102","Open wound of chin due to cat bite (disorder)","Open wound of chin due to cat bite"
"10905591000119102","Open wound of chin due to human bite (disorder)","Open wound of chin due to human bite"
"210310009","Open wound of cochlea (disorder)","Open wound of cochlea"
"210310009","Open wound of cochlea (disorder)","Open wound of cochlea"
"37533000","Open wound of cochlea with complication (disorder)","Open wound of cochlea with complication"
"12279008","Open wound of cochlea without complication (disorder)","Open wound of cochlea without complication"
"11386000","Open wound of ear (disorder)","Open wound of ear"
"210321000","Open wound of ear NOS (disorder)","Open wound of ear NOS"
"210302008","Open wound of ear auricle with complication (disorder)","Open wound of auricle of ear with complication | Open wound of ear auricle with complication"
"210302008","Open wound of ear auricle with complication (disorder)","Open wound of auricle of ear with complication | Open wound of ear auricle with complication"
"26301007","Open wound of ear drum with complication (disorder)","Open wound of drumhead with complication | Open wound of ear drum with complication | Open wound of tympanic membrane with complication"
"3013004","Open wound of ear drum without complication (disorder)","Open wound of drumhead without complication | Open wound of ear drum without complication | Open wound of tympanic membrane without complication"
"3013004","Open wound of ear drum without complication (disorder)","Open wound of drumhead without complication | Open wound of ear drum without complication | Open wound of tympanic membrane without complication"
"10873251000119105","Open wound of ear due to animal bite (disorder)","Open animal bite of ear | Open wound of ear due to animal bite"
"10873811000119108","Open wound of ear due to bite (disorder)","Open bite wound of ear | Open wound of ear due to bite"
"10873291000119100","Open wound of ear due to cat bite (disorder)","Open wound of ear due to cat bite"
"10873691000119103","Open wound of ear due to human bite (disorder)","Open wound of ear due to human bite"
"210308007","Open wound of ear ossicle (disorder)","Open wound of ear ossicle"
"210308007","Open wound of ear ossicle (disorder)","Open wound of ear ossicle"
"210314000","Open wound of ear ossicle with complication (disorder)","Open wound of ear ossicle with complication"
"50683006","Open wound of ear with complication (disorder)","Open wound of ear with complication"
"210320004","Open wound of ear with complication, NOS (disorder)","Open wound of ear with complication, NOS"
"87362004","Open wound of ear without complication (disorder)","Open wound of ear without complication"
"87362004","Open wound of ear without complication (disorder)","Open wound of ear without complication"
"210319005","Open wound of ear, uncomplicated not otherwise specified (disorder)","Open wound of ear, uncomplicated not otherwise specified"
"269165008","Open wound of eardrum (disorder)","Open wound of eardrum"
"269165008","Open wound of eardrum (disorder)","Open wound of eardrum"
"210313006","Open wound of eardrum with complication (disorder)","Open wound of eardrum with complication"
"125650002","Open wound of elbow (disorder)","Open wound of elbow"
"10959801000119103","Open wound of elbow due to bite (disorder)","Open bite wound of elbow | Open wound of elbow due to bite"
"10953041000119107","Open wound of elbow due to cat bite (disorder)","Open wound of elbow due to cat bite"
"1255439001","Open wound of elbow region due to animal bite (disorder)","Open wound of elbow due to animal bite | Open wound of elbow region due to animal bite"
"61526004","Open wound of elbow with complication (disorder)","Open wound of elbow with complication"
"61526004","Open wound of elbow with complication (disorder)","Open wound of elbow with complication"
"49303001","Open wound of elbow with tendon involvement (disorder)","Open wound of elbow with tendon involvement"
"49303001","Open wound of elbow with tendon involvement (disorder)","Open wound of elbow with tendon involvement"
"85218007","Open wound of elbow without complication (disorder)","Open wound of elbow without complication"
"210532001","Open wound of elbow, forearm and wrist (disorder)","Open wound of elbow, forearm and wrist"
"210559009","Open wound of elbow, forearm and wrist NOS (disorder)","Open wound of elbow, forearm and wrist NOS"
"210457009","Open wound of epigastric region (disorder)","Open wound of epigastric region"
"210457009","Open wound of epigastric region (disorder)","Open wound of epigastric region"
"27145006","Open wound of epigastric region with complication (disorder)","Open wound of epigastric region with complication"
"14641009","Open wound of epigastric region without complication (disorder)","Open wound of epigastric region without complication"
"210463000","Open wound of epigastrium with complication (disorder)","Open wound of epigastrium with complication"
"210463000","Open wound of epigastrium with complication (disorder)","Open wound of epigastrium with complication"
"210463000","Open wound of epigastrium with complication (disorder)","Open wound of epigastrium with complication"
"210463000","Open wound of epigastrium with complication (disorder)","Open wound of epigastrium with complication"
"210309004","Open wound of eustachian tube (disorder)","Open wound of eustachian tube"
"210309004","Open wound of eustachian tube (disorder)","Open wound of eustachian tube"
"210294003","Open wound of external ear (disorder)","Open wound of ear auricle | Open wound of ear auricle () #06 | Open wound of external ear"
"210294003","Open wound of external ear (disorder)","Open wound of ear auricle | Open wound of ear auricle () #06 | Open wound of external ear"
"210299008","Open wound of external ear not otherwise specified (disorder)","Open wound of external ear not otherwise specified"
"32550009","Open wound of external ear with complication (disorder)","Open wound of external ear with complication"
"38055001","Open wound of external ear without complication (disorder)","Open wound of external ear without complication"
"210295002","Open wound of external ear, unspecified (disorder)","Open wound of external ear, unspecified"
"210452003","Open wound of external genital organ NOS (disorder)","Open wound of external genital organ NOS"
"69293004","Open wound of external genital organs (disorder)","Open wound of external genital organs"
"66899007","Open wound of external genital organs with complication (disorder)","Open wound of external genital organs with complication"
"17553005","Open wound of external genital organs without complication (disorder)","Open wound of external genital organs without complication"
"85100000","Open wound of eyeball (disorder)","Laceration of eye | Ocular open wound | Open globe | Open wound of eyeball"
"85100000","Open wound of eyeball (disorder)","Laceration of eye | Ocular open wound | Open globe | Open wound of eyeball"
"210293009","Open wound of eyeball NOS (disorder)","Open wound of eyeball NOS"
"210343008","Open wound of eyebrow (disorder)","Open wound of eyebrow"
"210343008","Open wound of eyebrow (disorder)","Open wound of eyebrow"
"56372002","Open wound of eyebrow with complication (disorder)","Open wound of eyebrow with complication"
"21051006","Open wound of eyebrow without complication (disorder)","Open wound of eyebrow without complication"
"262749000","Open wound of eyelid (disorder)","Open wound of eyelid"
"262749000","Open wound of eyelid (disorder)","Open wound of eyelid"
"10875071000119107","Open wound of eyelid due to animal bite (disorder)","Open animal bite of eyelid | Open wound of eyelid due to animal bite"
"10877991000119100","Open wound of eyelid due to cat bite (disorder)","Open wound of eyelid due to cat bite"
"210339009","Open wound of face (disorder)","Open wound of face"
"210339009","Open wound of face (disorder)","Open wound of face"
"10905711000119100","Open wound of face due to dog bite (disorder)","Open wound of face due to dog bite"
"79167003","Open wound of face with complication (disorder)","Open wound of face with complication"
"210357005","Open wound of face with complication, NOS (disorder)","Open wound of face with complication, NOS"
"210350007","Open wound of face with complication, unspecified (disorder)","Open wound of face with complication, unspecified"
"431875001","Open wound of face with foreign body (disorder)","Open wound of face with foreign body"
"47126008","Open wound of face without complication (disorder)","Open wound of face without complication"
"210348004","Open wound of face, NOS (disorder)","Open wound of face, NOS"
"210340006","Open wound of face, unspecified (disorder)","Open wound of face, unspecified"
"10897531000119101","Open wound of female external genitalia (disorder)","Open wound of female external genital organs | Open wound of female external genitalia"
"125653000","Open wound of finger (disorder)","Open wound of finger | Open wound, finger"
"1359958005","Open wound of finger due to cat bite (disorder)","Open wound of finger due to cat bite"
"10956481000119101","Open wound of finger of left hand (disorder)","Open wound of finger of left hand"
"10953201000119100","Open wound of finger of left hand due to cat bite (disorder)","Open wound of finger of left hand due to cat bite"
"10947291000119103","Open wound of finger of left hand due to dog bite (disorder)","Open wound of finger of left hand due to dog bite"
"10956921000119106","Open wound of finger of left hand due to human bite (disorder)","Open wound of finger of left hand due to human bite"
"10956681000119103","Open wound of finger of right hand (disorder)","Open wound of finger of right hand"
"10953401000119104","Open wound of finger of right hand due to cat bite (disorder)","Open wound of finger of right hand due to cat bite"
"10947491000119104","Open wound of finger of right hand due to dog bite (disorder)","Open wound of finger of right hand due to dog bite"
"10957121000119106","Open wound of finger of right hand due to human bite (disorder)","Open wound of finger of right hand due to human bite"
"210580003","Open wound of finger or thumb with complication (disorder)","Open wound of finger or thumb with complication"
"269178008","Open wound of finger or thumb with tendon involvement (disorder)","Open wound of finger or thumb with tendon involvement"
"210578009","Open wound of finger or thumb without mention of complication (disorder)","Open wound of finger or thumb without mention of complication"
"32348000","Open wound of finger with complication (disorder)","Open wound of finger with complication"
"32348000","Open wound of finger with complication (disorder)","Open wound of finger with complication"
"275457009","Open wound of finger with tendon injury (disorder)","Open wound of finger or thumb with tendon involvement | Open wound of finger with tendon injury"
"23777003","Open wound of finger with tendon involvement (disorder)","Open wound of finger with tendon involvement"
"23777003","Open wound of finger with tendon involvement (disorder)","Open wound of finger with tendon involvement"
"2630008","Open wound of finger without complication (disorder)","Open wound of finger without complication"
"210605000","Open wound of finger(s) NOS (disorder)","Open wound of finger(s) NOS"
"269177003","Open wound of finger(s) or thumb (disorder)","Open wound of finger(s) or thumb"
"125655007","Open wound of fingernail (disorder)","Open wound of fingernail"
"60959003","Open wound of fingernail with complication (disorder)","Open wound of fingernail with complication"
"60959003","Open wound of fingernail with complication (disorder)","Open wound of fingernail with complication"
"75779000","Open wound of fingernail with tendon involvement (disorder)","Open wound of fingernail with tendon involvement"
"74196000","Open wound of fingernail without complication (disorder)","Open wound of fingernail without complication"
"1344624006","Open wound of flank (disorder)","Open wound of flank"
"408538008","Open wound of flank with complication (disorder)","Open wound of flank with complication"
"408538008","Open wound of flank with complication (disorder)","Open wound of flank with complication"
"275459007","Open wound of flank without complication (disorder)","Open wound of flank without complication"
"275459007","Open wound of flank without complication (disorder)","Open wound of flank without complication"
"18293007","Open wound of floor of mouth with complication (disorder)","Open wound of floor of mouth with complication"
"73455000","Open wound of floor of mouth without complication (disorder)","Open wound of floor of mouth without complication"
"73455000","Open wound of floor of mouth without complication (disorder)","Open wound of floor of mouth without complication"
"125663008","Open wound of foot (disorder)","Open wound of foot"
"210726008","Open wound of foot NOS (disorder)","Open wound of foot NOS"
"10847221000119108","Open wound of foot due to human bite (disorder)","Open wound of foot due to human bite"
"30997005","Open wound of foot except toes with complication (disorder)","Open wound of foot except toes with complication"
"30997005","Open wound of foot except toes with complication (disorder)","Open wound of foot except toes with complication"
"75759008","Open wound of foot except toes with tendon involvement (disorder)","Open wound of foot except toes with tendon involvement"
"75759008","Open wound of foot except toes with tendon involvement (disorder)","Open wound of foot except toes with tendon involvement"
"91368005","Open wound of foot except toes without complication (disorder)","Open wound of foot except toes without complication"
"91368005","Open wound of foot except toes without complication (disorder)","Open wound of foot except toes without complication"
"210714003","Open wound of foot with complication (disorder)","Open wound of foot with complication"
"210714003","Open wound of foot with complication (disorder)","Open wound of foot with complication"
"210715002","Open wound of foot with tendon involvement (disorder)","Open wound of foot with tendon injury | Open wound of foot with tendon involvement"
"210715002","Open wound of foot with tendon involvement (disorder)","Open wound of foot with tendon injury | Open wound of foot with tendon involvement"
"210710007","Open wound of foot without mention of complication (disorder)","Open wound of foot without mention of complication"
"269183000","Open wound of foot, excluding toe(s) (disorder)","Open wound of foot, excluding toe(s)"
"125649002","Open wound of forearm (disorder)","Open wound of forearm"
"718509009","Open wound of forearm due to cat bite (disorder)","Open wound of forearm due to cat bite"
"718510004","Open wound of forearm due to dog bite (disorder)","Open wound of forearm due to dog bite"
"58399008","Open wound of forearm with complication (disorder)","Open wound of forearm with complication"
"58399008","Open wound of forearm with complication (disorder)","Open wound of forearm with complication"
"6154004","Open wound of forearm with tendon involvement (disorder)","Open wound of forearm with tendon involvement | Open wound of lower arm with tendon involvement"
"6154004","Open wound of forearm with tendon involvement (disorder)","Open wound of forearm with tendon involvement | Open wound of lower arm with tendon involvement"
"85135003","Open wound of forearm without complication (disorder)","Open wound of forearm without complication"
"210342003","Open wound of forehead (disorder)","Open wound of forehead"
"210342003","Open wound of forehead (disorder)","Open wound of forehead"
"10907201000119104","Open wound of forehead due to bite (disorder)","Open bite wound of forehead | Open wound of forehead due to bite"
"10905671000119104","Open wound of forehead due to dog bite (disorder)","Open wound of forehead due to dog bite"
"10905511000119106","Open wound of forehead due to human bite (disorder)","Open wound of forehead due to human bite"
"2419001","Open wound of forehead with complication (disorder)","Open wound of forehead with complication"
"73973007","Open wound of forehead without complication (disorder)","Open wound of forehead without complication"
"210410008","Open wound of front wall of thorax (disorder)","Open wound of front wall of thorax"
"210410008","Open wound of front wall of thorax (disorder)","Open wound of front wall of thorax"
"287104006","Open wound of genital organ NOS (disorder)","Open wound of genital organ NOS"
"10968041000119106","Open wound of great toe due to animal bite (disorder)","Open animal bite of great toe | Open wound of great toe due to animal bite"
"10968161000119109","Open wound of great toe due to cat bite (disorder)","Open wound of great toe due to cat bite"
"41087006","Open wound of groin with complication (disorder)","Open wound of groin with complication | Open wound of iliac region with complication | Open wound of inguinal region with complication"
"29096002","Open wound of groin without complication (disorder)","Open wound of groin without complication | Open wound of iliac region without complication | Open wound of inguinal region without complication"
"29096002","Open wound of groin without complication (disorder)","Open wound of groin without complication | Open wound of iliac region without complication | Open wound of inguinal region without complication"
"210361004","Open wound of gum (disorder)","Open wound of gum"
"210361004","Open wound of gum (disorder)","Open wound of gum"
"10898971000119106","Open wound of gum due to bite (disorder)","Open bite wound of gum | Open wound of gum due to bite"
"54463008","Open wound of gum with complication (disorder)","Open wound of gum with complication"
"38906007","Open wound of gum without complication (disorder)","Open wound of gum without complication"
"38906007","Open wound of gum without complication (disorder)","Open wound of gum without complication"
"125652005","Open wound of hand (disorder)","Open wound of hand"
"716103008","Open wound of hand due to cat bite (disorder)","Open wound of hand due to cat bite"
"716104002","Open wound of hand due to dog bite (disorder)","Open wound of hand due to dog bite"
"13736001","Open wound of hand except fingers with complication (disorder)","Open wound of hand except fingers with complication"
"13736001","Open wound of hand except fingers with complication (disorder)","Open wound of hand except fingers with complication"
"44957002","Open wound of hand except fingers with tendon involvement (disorder)","Open wound of hand except fingers with tendon involvement"
"44957002","Open wound of hand except fingers with tendon involvement (disorder)","Open wound of hand except fingers with tendon involvement"
"73059000","Open wound of hand except fingers without complication (disorder)","Open wound of hand except fingers without complication"
"210565009","Open wound of hand with complication (disorder)","Open wound of hand with complication"
"210565009","Open wound of hand with complication (disorder)","Open wound of hand with complication"
"210566005","Open wound of hand with tendon involvement (disorder)","Open wound of hand with tendon involvement"
"210566005","Open wound of hand with tendon involvement (disorder)","Open wound of hand with tendon involvement"
"210561000","Open wound of hand without mention of complication (disorder)","Open wound of hand without mention of complication"
"210564008","Open wound of hand, dorsum (disorder)","Open wound of hand, dorsum"
"210564008","Open wound of hand, dorsum (disorder)","Open wound of hand, dorsum"
"210560004","Open wound of hand, excluding finger(s) (disorder)","Open wound of hand, excluding finger(s)"
"210576008","Open wound of hand, excluding fingers, NOS (disorder)","Open wound of hand, excluding fingers, NOS"
"210563002","Open wound of hand, palm (disorder)","Open wound of hand, palm"
"210563002","Open wound of hand, palm (disorder)","Open wound of hand, palm"
"38354005","Open wound of head (disorder)","Head - open wound | Open wound of head"
"397180001","Open wound of head AND/OR neck (disorder)","Open wound of head AND/OR neck"
"210382005","Open wound of head NOS (disorder)","Open wound of head NOS"
"10906391000119103","Open wound of head due to cat bite (disorder)","Open wound of head due to cat bite"
"775008","Open wound of head with complication (disorder)","Open wound of head with complication"
"40883004","Open wound of head without complication (disorder)","Open wound of head without complication"
"269163001","Open wound of head, neck and trunk (disorder)","Open wound of head, neck and trunk"
"269163001","Open wound of head, neck and trunk (disorder)","Open wound of head, neck and trunk"
"269163001","Open wound of head, neck and trunk (disorder)","Open wound of head, neck and trunk"
"269163001","Open wound of head, neck and trunk (disorder)","Open wound of head, neck and trunk"
"269174005","Open wound of head, neck and trunk NOS (disorder)","Open wound of head, neck and trunk NOS"
"73602001","Open wound of hip AND thigh with complication (disorder)","Open wound of hip AND thigh with complication"
"73602001","Open wound of hip AND thigh with complication (disorder)","Open wound of hip AND thigh with complication"
"210664003","Open wound of hip AND thigh with complication [dup] (disorder)","Open wound of hip and thigh with complication"
"5801006","Open wound of hip AND thigh with tendon involvement (disorder)","Open wound of hip AND thigh with tendon involvement | Open wound of hip and thigh with tendon injury"
"5801006","Open wound of hip AND thigh with tendon involvement (disorder)","Open wound of hip AND thigh with tendon involvement | Open wound of hip and thigh with tendon injury"
"5801006","Open wound of hip AND thigh with tendon involvement (disorder)","Open wound of hip AND thigh with tendon involvement | Open wound of hip and thigh with tendon injury"
"210668000","Open wound of hip AND thigh with tendon involvement [dup] (disorder)","Open wound of hip and thigh with tendon injury | Open wound of hip and thigh with tendon involvement"
"5353008","Open wound of hip AND thigh without complication (disorder)","Open wound of hip AND thigh without complication"
"5353008","Open wound of hip AND thigh without complication (disorder)","Open wound of hip AND thigh without complication"
"210661006","Open wound of hip and thigh (disorder)","Open wound of hip and thigh | Open wound of hip and/or thigh"
"210681007","Open wound of hip and thigh NOS (disorder)","Open wound of hip and thigh NOS"
"210667005","Open wound of hip and thigh with complication, NOS (disorder)","Open wound of hip and thigh with complication, NOS"
"210675004","Open wound of hip and thigh with tendon involvement, NOS (disorder)","Open wound of hip and thigh with tendon involvement, NOS"
"210662004","Open wound of hip and thigh without mention of complication (disorder)","Open wound of hip and thigh without mention of complication"
"125658009","Open wound of hip region (disorder)","Open wound of hip | Open wound of hip region"
"210665002","Open wound of hip with complication (disorder)","Open wound of hip with complication"
"210665002","Open wound of hip with complication (disorder)","Open wound of hip with complication"
"210669008","Open wound of hip with tendon involvement (disorder)","Open wound of hip with tendon involvement"
"210669008","Open wound of hip with tendon involvement (disorder)","Open wound of hip with tendon involvement"
"210470000","Open wound of hypochondrium (disorder)","Open wound of hypochondrium"
"210470000","Open wound of hypochondrium (disorder)","Open wound of hypochondrium"
"18703004","Open wound of hypochondrium with complication (disorder)","Open wound of hypochondrium with complication"
"34962003","Open wound of hypochondrium without complication (disorder)","Open wound of hypochondrium without complication"
"210459007","Open wound of hypogastric region (disorder)","Open wound of hypogastric region"
"210459007","Open wound of hypogastric region (disorder)","Open wound of hypogastric region"
"210465007","Open wound of hypogastrium with complication (disorder)","Open wound of hypogastrium with complication"
"210465007","Open wound of hypogastrium with complication (disorder)","Open wound of hypogastrium with complication"
"210465007","Open wound of hypogastrium with complication (disorder)","Open wound of hypogastrium with complication"
"210472008","Open wound of iliac region (disorder)","Open wound of iliac region"
"210478007","Open wound of iliac region with complication (disorder)","Open wound of iliac region with complication"
"210478007","Open wound of iliac region with complication (disorder)","Open wound of iliac region with complication"
"210478007","Open wound of iliac region with complication (disorder)","Open wound of iliac region with complication"
"1359960007","Open wound of index finger due to cat bite (disorder)","Open wound of index finger due to cat bite"
"269172009","Open wound of inguinal region (disorder)","Open wound of inguinal region"
"210479004","Open wound of inguinal region with complication (disorder)","Open wound of groin with complication | Open wound of inguinal region with complication"
"210479004","Open wound of inguinal region with complication (disorder)","Open wound of groin with complication | Open wound of inguinal region with complication"
"210479004","Open wound of inguinal region with complication (disorder)","Open wound of groin with complication | Open wound of inguinal region with complication"
"210345001","Open wound of jaw (disorder)","Open wound of jaw"
"210345001","Open wound of jaw (disorder)","Open wound of jaw"
"10906111000119109","Open wound of jaw due to cat bite (disorder)","Open wound of jaw due to cat bite"
"2136001","Open wound of jaw with complication (disorder)","Open wound of jaw with complication"
"74058003","Open wound of jaw without complication (disorder)","Open wound of jaw without complication"
"74058003","Open wound of jaw without complication (disorder)","Open wound of jaw without complication"
"125660006","Open wound of knee (disorder)","Open wound of knee"
"10877671000119107","Open wound of knee due to bite (disorder)","Open bite wound of knee | Open wound of knee due to bite"
"10970931000119108","Open wound of knee due to cat bite (disorder)","Open wound of knee due to cat bite"
"44140000","Open wound of knee with complication (disorder)","Open wound of knee with complication"
"44140000","Open wound of knee with complication (disorder)","Open wound of knee with complication"
"66722004","Open wound of knee with tendon involvement (disorder)","Open wound of knee with tendon involvement"
"66722004","Open wound of knee with tendon involvement (disorder)","Open wound of knee with tendon involvement"
"34777003","Open wound of knee without complication (disorder)","Open wound of knee without complication"
"34777003","Open wound of knee without complication (disorder)","Open wound of knee without complication"
"210682000","Open wound of knee, leg and ankle (disorder)","Open wound of knee and/or leg and/or ankle | Open wound of knee, leg and ankle"
"210685003","Open wound of knee, leg and ankle NOS (disorder)","Open wound of knee, leg and ankle NOS"
"210686002","Open wound of knee, leg and ankle with complication (disorder)","Open wound of knee and/or leg and/or ankle with complication | Open wound of knee, leg and ankle with complication"
"269181003","Open wound of knee, leg and ankle with tendon involvement (disorder)","Open wound of knee, leg and ankle with tendon involvement"
"210699004","Open wound of knee, leg and ankle with tendon involvement, NOS (disorder)","Open wound of knee, leg and ankle with tendon involvement, NOS"
"210683005","Open wound of knee, leg and ankle without mention of complication (disorder)","Open wound of knee and/or leg and/or ankle without mention of complication | Open wound of knee, leg and ankle without mention of complication"
"210690000","Open wound of knee/leg/ankle with complication, NOS (disorder)","Open wound of knee/leg/ankle with complication, NOS"
"210440005","Open wound of labium majus (disorder)","Open wound of labium majus"
"210440005","Open wound of labium majus (disorder)","Open wound of labium majus"
"210445000","Open wound of labium majus with complication (disorder)","Open wound of labium majus with complication"
"210445000","Open wound of labium majus with complication (disorder)","Open wound of labium majus with complication"
"210441009","Open wound of labium minus (disorder)","Open wound of labium minus"
"210441009","Open wound of labium minus (disorder)","Open wound of labium minus"
"210446004","Open wound of labium minus with complication (disorder)","Open wound of labium minus with complication"
"210446004","Open wound of labium minus with complication (disorder)","Open wound of labium minus with complication"
"210385007","Open wound of larynx (disorder)","Open wound of larynx"
"210385007","Open wound of larynx (disorder)","Open wound of larynx"
"269167000","Open wound of larynx and trachea (disorder)","Open wound of larynx and trachea"
"269167000","Open wound of larynx and trachea (disorder)","Open wound of larynx and trachea"
"210387004","Open wound of larynx and trachea not otherwise specified (disorder)","Open wound of larynx and trachea not otherwise specified"
"269168005","Open wound of larynx and trachea with complication (disorder)","Open wound of larynx and trachea with complication"
"269168005","Open wound of larynx and trachea with complication (disorder)","Open wound of larynx and trachea with complication"
"210392002","Open wound of larynx and trachea with complication, NOS (disorder)","Open wound of larynx and trachea with complication, NOS"
"210389001","Open wound of larynx and trachea with complication, unspecified (disorder)","Open wound of larynx and trachea with complication, unspecified"
"210384006","Open wound of larynx and trachea, unspecified (disorder)","Open wound of larynx and trachea, unspecified"
"87947007","Open wound of larynx with complication (disorder)","Open wound of larynx with complication"
"78764006","Open wound of larynx with trachea AND with complication (disorder)","Open wound of larynx with trachea AND with complication"
"82428005","Open wound of larynx with trachea without complication (disorder)","Open wound of larynx with trachea without complication"
"82428005","Open wound of larynx with trachea without complication (disorder)","Open wound of larynx with trachea without complication"
"38357003","Open wound of larynx without complication (disorder)","Open wound of larynx without complication"
"210469001","Open wound of lateral abdominal wall (disorder)","Open wound of lateral abdominal wall"
"210469001","Open wound of lateral abdominal wall (disorder)","Open wound of lateral abdominal wall"
"210474009","Open wound of lateral abdominal wall NOS (disorder)","Open wound of lateral abdominal wall NOS"
"210475005","Open wound of lateral abdominal wall with complication (disorder)","Open wound of lateral abdominal wall with complication"
"210475005","Open wound of lateral abdominal wall with complication (disorder)","Open wound of lateral abdominal wall with complication"
"210475005","Open wound of lateral abdominal wall with complication (disorder)","Open wound of lateral abdominal wall with complication"
"210475005","Open wound of lateral abdominal wall with complication (disorder)","Open wound of lateral abdominal wall with complication"
"210480001","Open wound of lateral abdominal wall with complication, NOS (disorder)","Open wound of lateral abdominal wall with complication, NOS"
"67267004","Open wound of lateral abdominal wall without complication (disorder)","Open wound of flank without complication | Open wound of lateral abdominal wall without complication"
"67267004","Open wound of lateral abdominal wall without complication (disorder)","Open wound of flank without complication | Open wound of lateral abdominal wall without complication"
"10877031000119103","Open wound of left ankle (disorder)","Open wound of left ankle"
"10969571000119101","Open wound of left ankle due to animal bite (disorder)","Open animal bite of left ankle | Open wound of left ankle due to animal bite"
"10877151000119108","Open wound of left ankle due to bite (disorder)","Open wound of left ankle due to bite"
"10969331000119109","Open wound of left ankle due to human bite (disorder)","Open wound of left ankle due to human bite"
"10939101000119105","Open wound of left axillary region (disorder)","Open wound of left axilla | Open wound of left axillary region"
"10849981000119105","Open wound of left breast (disorder)","Open wound of left breast"
"10904791000119105","Open wound of left buttock (disorder)","Open wound of left buttock"
"10882671000119101","Open wound of left buttock due to animal bite (disorder)","Open animal bite of left buttock | Open wound of left buttock due to animal bite"
"10882911000119104","Open wound of left buttock due to cat bite (disorder)","Open wound of left buttock due to cat bite"
"10882751000119101","Open wound of left buttock due to human bite (disorder)","Open wound of left buttock due to human bite"
"10874391000119107","Open wound of left cheek (disorder)","Open wound of left cheek"
"10898491000119102","Open wound of left cheek due to animal bite (disorder)","Open animal bite of left cheek | Open wound of left cheek due to animal bite"
"10898291000119101","Open wound of left cheek due to dog bite (disorder)","Open wound of left cheek due to dog bite"
"10898731000119106","Open wound of left cheek due to human bite (disorder)","Open wound of left cheek due to human bite"
"10850341000119107","Open wound of left chest wall (disorder)","Open wound of left chest wall"
"10859161000119101","Open wound of left chest wall due to dog bite (disorder)","Open wound of left chest wall due to dog bite"
"10859121000119106","Open wound of left chest wall due to human bite (disorder)","Open wound of left chest wall due to human bite"
"10873571000119103","Open wound of left ear (disorder)","Open wound of left ear"
"10873171000119107","Open wound of left ear due to animal bite (disorder)","Open animal bite of left ear | Open wound of left ear due to animal bite"
"10873771000119108","Open wound of left ear due to bite (disorder)","Open bite wound of left ear | Open wound of left ear due to bite"
"10873211000119109","Open wound of left ear due to cat bite (disorder)","Open wound of left ear due to cat bite"
"10873651000119108","Open wound of left ear due to human bite (disorder)","Open wound of left ear due to human bite"
"10959881000119106","Open wound of left elbow due to bite (disorder)","Open wound of left elbow due to bite"
"10953121000119100","Open wound of left elbow due to cat bite (disorder)","Open wound of left elbow due to cat bite"
"10959921000119104","Open wound of left elbow region (disorder)","Open wound of left elbow | Open wound of left elbow region"
"10971491000119108","Open wound of left elbow region due to animal bite (disorder)","Open wound of left elbow due to animal bite | Open wound of left elbow region due to animal bite"
"49691000087102","Open wound of left external ear (disorder)","Open wound of left external ear"
"49451000087109","Open wound of left eye proper (disorder)","Open wound of left eye proper | Open wound of left eyeball"
"49431000087100","Open wound of left eyebrow (disorder)","Open wound of eyebrow of left eye region | Open wound of left eyebrow"
"10874671000119101","Open wound of left eyelid (disorder)","Open wound of left eyelid"
"10874991000119108","Open wound of left eyelid due to animal bite (disorder)","Open animal bite of left eyelid | Open wound of left eyelid due to animal bite"
"10877911000119109","Open wound of left eyelid due to cat bite (disorder)","Open wound of left eyelid due to cat bite"
"10958601000119105","Open wound of left foot (disorder)","Open wound of left foot"
"10847341000119108","Open wound of left foot due to animal bite (disorder)","Open wound of left foot due to animal bite"
"10847261000119103","Open wound of left foot due to dog bite (disorder)","Open wound of left foot due to dog bite"
"10847181000119100","Open wound of left foot due to human bite (disorder)","Open wound of left foot due to human bite"
"10960201000119101","Open wound of left forearm (disorder)","Open wound of left forearm"
"10949871000119106","Open wound of left forearm due to animal bite (disorder)","Open wound of left forearm due to animal bite"
"10953801000119101","Open wound of left forearm due to cat bite (disorder)","Open wound of left forearm due to cat bite"
"10949711000119106","Open wound of left forearm due to dog bite (disorder)","Open wound of left forearm due to dog bite"
"10960401000119100","Open wound of left forearm due to human bite (disorder)","Open wound of left forearm due to human bite"
"10957881000119102","Open wound of left great toe (disorder)","Open wound of first digit of left foot | Open wound of left great toe"
"10968121000119104","Open wound of left great toe due to animal bite (disorder)","Open animal bite of left great toe | Open wound of left great toe due to animal bite"
"10968241000119102","Open wound of left great toe due to cat bite (disorder)","Open wound of left great toe due to cat bite"
"10859081000119109","Open wound of left half of chest wall due to animal bite (disorder)","Open animal bite of left chest wall | Open wound of left half of chest wall due to animal bite"
"10859041000119104","Open wound of left half of chest wall due to bite (disorder)","Open bite wound of left chest wall | Open wound of left half of chest wall due to bite"
"10857841000119101","Open wound of left half of posterior chest wall (disorder)","Open wound of left half of back wall of thorax | Open wound of left half of posterior chest wall | Open wound of left posterior thorax"
"10858601000119103","Open wound of left half of posterior chest wall due to human bite (disorder)","Open wound of left half of posterior chest wall due to human bite"
